Country,State,Year,Type Of Areas,Gender,"Persons Working In Agriculture, Forestry And Fishing Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Mining And Quarrying Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Manufacturing Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Electricity, Gas, Steam And Air Conditioning Supply Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Water Supply, Sewerage, Waste Management And Remediation Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Construction Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Wholesale, Retail Trade, Repair Of Motor Vehicles And Motorcycles Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Transportation And Storage Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Accommodation And Food Service Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Information And Communication Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Financial And Insurance Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Real Estate Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Professional, Scientific And Technical Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Administrative And Support Service Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Public Administration And Defence, Compulsory Social Security Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Education Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Human Health And Social Work Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Arts, Entertainment And Recreation Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Other Service Activities Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Activities Of Households As Employers For Own Use Industry (UOM:%(Percentage)), Scaling Factor:1","Persons Working In Activities Of Extraterritorial Organizations And Bodies Industry (UOM:%(Percentage)), Scaling Factor:1"
India,Assam,"PLFS Year (Jul - Jun), 2021",Urban,Female,4.19,0.15,15.5,0,0.06,1.93,9.47,0.48,2.41,2.06,1.68,0.82,2.54,1.02,1.52,24.45,5.74,0.73,5.37,19.88,
India,Assam,"PLFS Year (Jul - Jun), 2021",Urban,Persons,3.12,0.37,10.96,0.47,0.45,9.59,32.61,6.06,4.55,1.35,3.16,0.22,1.89,2.2,3,8.29,2.48,0.56,3.86,4.81,
India,Assam,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Male,36.17,0.35,7.87,0.23,0.22,16.22,18.79,5.76,1.85,0.24,0.56,0.05,0.3,1.21,1.12,3.97,0.7,0.21,1.95,2.24,
India,Assam,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Female,67.7,0.01,11.63,0,0,0.32,4.51,0.04,0.93,0.16,0.97,0.17,0.19,0.32,0.38,7.92,1.06,0.06,1.01,2.62,
India,Assam,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Persons,44.23,0.27,8.83,0.17,0.16,12.15,15.14,4.3,1.61,0.22,0.66,0.08,0.27,0.98,0.93,4.98,0.79,0.17,1.71,2.34,
India,Bihar,"PLFS Year (Jul - Jun), 2021",Rural,Male,46.62,0.16,6.28,0.23,0.29,21.68,10.9,4.33,1.98,0.49,0.4,0.06,0.14,1.24,0.22,1.45,0.33,0.15,2.42,0.62,
India,Bihar,"PLFS Year (Jul - Jun), 2021",Rural,Female,81.81,0,4.24,0,0,0,4.27,0.07,0.5,0,0.07,0,0,0.34,0.34,7.28,0.67,0,0.33,0.08,
India,Bihar,"PLFS Year (Jul - Jun), 2021",Rural,Persons,50.97,0.14,6.03,0.21,0.26,19,10.08,3.81,1.8,0.43,0.36,0.06,0.12,1.13,0.23,2.17,0.37,0.13,2.16,0.56,
India,Bihar,"PLFS Year (Jul - Jun), 2021",Urban,Male,8.77,0.08,16.04,0.25,0.53,16.41,24.25,7.54,3.9,1.13,2.74,0.31,2,2.91,0.86,4.08,2.92,0.73,3.05,1.51,
India,Bihar,"PLFS Year (Jul - Jun), 2021",Urban,Female,27.67,0,11.9,0,0,2.2,12.72,0,4.65,1.64,4.44,0,0.81,1.88,1.07,13.92,6.35,0,3.19,7.57,
India,Bihar,"PLFS Year (Jul - Jun), 2021",Urban,Persons,10.99,0.07,15.56,0.22,0.46,14.74,22.9,6.65,3.99,1.19,2.94,0.27,1.86,2.79,0.89,5.23,3.32,0.64,3.07,2.22,
India,Bihar,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Male,43.44,0.15,7.1,0.24,0.31,21.24,12.02,4.6,2.15,0.54,0.6,0.08,0.29,1.38,0.27,1.67,0.54,0.2,2.47,0.7,
India,Bihar,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Female,77.5,0,4.85,0,0,0.17,4.95,0.07,0.83,0.13,0.41,0,0.06,0.46,0.4,7.81,1.12,0,0.56,0.67,
India,Bihar,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Persons,47.64,0.13,6.82,0.21,0.27,18.64,11.15,4.04,1.98,0.49,0.58,0.07,0.27,1.26,0.29,2.43,0.62,0.17,2.24,0.69,
India,Chandigarh,"PLFS Year (Jul - Jun), 2021",Rural,Male,13,0,11.38,0.12,0,8.18,13.11,9.41,11.41,2.07,9.21,0,0,0,8.39,0.28,5.62,0,0,7.82,
India,Chandigarh,"PLFS Year (Jul - Jun), 2021",Rural,Female,8.53,0,1.22,0,0,0,0,0,25.24,0,0,0,0,0,0,0.75,0,0,0.79,63.47,
India,Chandigarh,"PLFS Year (Jul - Jun), 2021",Rural,Persons,12.28,0,9.74,0.1,0,6.85,10.99,7.88,13.65,1.73,7.72,0,0,0,7.03,0.35,4.71,0,0.13,16.83,
India,Chandigarh,"PLFS Year (Jul - Jun), 2021",Urban,Male,0.28,0,12.55,0,0.67,14.56,23.72,6.59,5.63,1.91,1.56,0.53,3.41,2.1,11.76,2.94,1.65,0.28,5.67,4.19,
India,Chandigarh,"PLFS Year (Jul - Jun), 2021",Urban,Female,0,0,13.85,3.6,0,0,14.57,0,6.54,0.2,0.66,0,3.28,0.74,10.4,19.97,8.79,0,4.21,13.21,
India,Chandigarh,"PLFS Year (Jul - Jun), 2021",Urban,Persons,0.23,0,12.78,0.63,0.55,12,22.11,5.43,5.79,1.61,1.4,0.44,3.39,1.86,11.52,5.93,2.9,0.23,5.41,5.78,
India,Chandigarh,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Male,0.9,0,12.49,0.01,0.64,14.25,23.2,6.72,5.91,1.92,1.93,0.51,3.25,2,11.6,2.81,1.84,0.27,5.39,4.37,
India,Chandigarh,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Female,0.38,0,13.29,3.44,0,0,13.92,0,7.36,0.19,0.63,0,3.13,0.71,9.94,19.12,8.4,0,4.06,15.42,
India,Chandigarh,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Persons,0.81,0,12.63,0.61,0.53,11.75,21.57,5.54,6.17,1.62,1.7,0.42,3.23,1.77,11.31,5.67,2.99,0.22,5.16,6.31,
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2021",Rural,Male,66.33,0.33,5.09,0.45,0,13.22,4.63,2.11,0.84,0.2,0.05,0,0.1,0.86,1.3,2.34,0.7,0.12,1.03,0.3,
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2021",Rural,Female,85.06,0,1.44,0,0.03,5.46,2.41,0.04,0.34,0,0,0,0,0.17,0.42,1.97,2.31,0,0.12,0.23,
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2021",Rural,Persons,74.17,0.19,3.56,0.26,0.01,9.97,3.7,1.24,0.63,0.11,0.03,0,0.06,0.57,0.93,2.18,1.37,0.07,0.65,0.27,
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2021",Urban,Male,11.75,3.19,15.03,2.39,0.16,14.19,19.5,6.3,3.61,1.22,2.42,0.74,2.74,1.36,3.47,4.67,1.29,0.69,3.81,1.45,
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2021",Urban,Female,24.41,0.34,8.25,0,1.06,6.97,15.97,1.01,1.71,1.28,0.9,0.19,0.95,0,3.57,12.34,5.82,0,4.14,11.1,
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2021",Urban,Persons,15.41,2.37,13.07,1.7,0.42,12.11,18.48,4.77,3.06,1.24,1.98,0.58,2.23,0.97,3.5,6.89,2.6,0.49,3.91,4.24,
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Male,56.27,0.86,6.92,0.81,0.03,13.4,7.37,2.88,1.35,0.38,0.49,0.14,0.59,0.95,1.7,2.77,0.81,0.23,1.54,0.51,
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Female,78.2,0.04,2.21,0,0.15,5.63,3.94,0.15,0.49,0.14,0.1,0.02,0.11,0.15,0.78,3.14,2.7,0,0.57,1.46,
India,Chhattisgarh,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Persons,65.01,0.53,5.05,0.49,0.08,10.3,6.01,1.79,1.01,0.29,0.33,0.09,0.4,0.63,1.33,2.92,1.56,0.14,1.16,0.89,
India,Delhi,"PLFS Year (Jul - Jun), 2021",Rural,Male,4.66,0,27.13,0,0,8.68,6.25,23.1,1.33,3.81,3.01,0.46,0.6,8.53,5.37,0,6.42,0,0.66,0,
India,Delhi,"PLFS Year (Jul - Jun), 2021",Rural,Female,0,0,32.31,0,0,0,0,0,0,0,0,0,0,0,20.47,47.21,0,0,0,0,
India,Delhi,"PLFS Year (Jul - Jun), 2021",Rural,Persons,4.26,0,27.58,0,0,7.93,5.71,21.11,1.21,3.48,2.75,0.42,0.55,7.8,6.67,4.06,5.87,0,0.6,0,
India,Delhi,"PLFS Year (Jul - Jun), 2021",Urban,Male,2.05,0,23.9,0.3,0.5,10.21,27.52,6.22,3.12,3.38,1.42,1.63,1.58,3.48,5.73,0.86,0.93,0.73,2.25,4.2,
India,Delhi,"PLFS Year (Jul - Jun), 2021",Urban,Female,0.1,0,13.74,0,0.27,3.2,12.42,1.78,2.69,6.27,0.59,0,2.43,5.72,6.24,21.99,4.31,0.13,6.16,11.98,
India,Delhi,"PLFS Year (Jul - Jun), 2021",Urban,Persons,1.8,0,22.6,0.26,0.47,9.31,25.59,5.65,3.06,3.75,1.31,1.42,1.69,3.77,5.79,3.55,1.36,0.65,2.75,5.19,
India,Delhi,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Male,2.15,0,24.02,0.29,0.48,10.15,26.72,6.85,3.05,3.4,1.48,1.59,1.54,3.67,5.71,0.82,1.13,0.7,2.19,4.04,
India,Delhi,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Female,0.09,0,14.19,0,0.26,3.12,12.11,1.73,2.62,6.12,0.57,0,2.37,5.58,6.59,22.61,4.2,0.13,6.01,11.68,
India,Delhi,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Persons,1.89,0,22.78,0.25,0.45,9.26,24.88,6.21,3,3.74,1.36,1.39,1.65,3.91,5.82,3.57,1.52,0.63,2.67,5,
India,Goa,"PLFS Year (Jul - Jun), 2021",Rural,Male,10.32,2.61,16.66,0.75,2.08,4.78,14.86,10.26,12.77,1.46,0.32,0,0,2.06,13.85,2.59,0.17,2.65,1.82,0,
India,Goa,"PLFS Year (Jul - Jun), 2021",Rural,Female,36.95,0,15.15,0,0,0,19.86,0.36,1.53,0,0,0,0,3.11,5.51,0,3.42,0,5.45,8.65,
India,Goa,"PLFS Year (Jul - Jun), 2021",Rural,Persons,15.47,2.11,16.37,0.6,1.68,3.85,15.83,8.34,10.59,1.17,0.26,0,0,2.26,12.24,2.09,0.8,2.14,2.53,1.67,
India,Goa,"PLFS Year (Jul - Jun), 2021",Urban,Male,0.93,1.88,19.35,0.7,0.05,10.44,24.49,12.88,14.34,1.2,2.38,0.22,2.52,0.88,1.48,1.75,2.31,1.02,0.67,0.49,
India,Goa,"PLFS Year (Jul - Jun), 2021",Urban,Female,0,0,13.38,0,1.33,2.06,16.62,1.15,6.96,1.28,7.15,0.94,0,0,4.62,15.58,8.72,0,9.22,10.99,
India,Goa,"PLFS Year (Jul - Jun), 2021",Urban,Persons,0.75,1.51,18.16,0.56,0.31,8.76,22.91,10.53,12.86,1.22,3.34,0.36,2.02,0.71,2.11,4.53,3.59,0.82,2.38,2.6,
India,Goa,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Male,4.64,2.17,18.29,0.72,0.85,8.2,20.69,11.85,13.72,1.3,1.57,0.13,1.53,1.35,6.36,2.08,1.46,1.66,1.12,0.3,
India,Goa,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Female,14.19,0,14.06,0,0.82,1.27,17.86,0.85,4.88,0.79,4.41,0.58,0,1.2,4.96,9.6,6.69,0,7.77,10.09,
India,Goa,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Persons,6.52,1.74,17.45,0.58,0.85,6.83,20.13,9.67,11.97,1.2,2.13,0.22,1.23,1.32,6.09,3.57,2.5,1.33,2.44,2.23,
India,Gujarat,"PLFS Year (Jul - Jun), 2021",Rural,Male,55.64,0.28,15.59,0.34,0.06,7.84,8.9,4.67,0.81,0.19,0.91,0.11,0.2,0.58,1.19,0.99,0.25,0.01,0.99,0.47,
India,Gujarat,"PLFS Year (Jul - Jun), 2021",Rural,Female,79.24,0.3,8.63,0,0,3.27,2.06,0.77,0.73,0,0.12,0,0,0,0.48,1.88,1.97,0,0.22,0.32,
India,Gujarat,"PLFS Year (Jul - Jun), 2021",Rural,Persons,63.73,0.28,13.2,0.23,0.04,6.27,6.56,3.33,0.78,0.12,0.64,0.07,0.13,0.38,0.95,1.3,0.84,0.01,0.72,0.42,
India,Gujarat,"PLFS Year (Jul - Jun), 2021",Urban,Male,3.73,0.03,41.66,0.55,0.22,8.56,18.05,7.08,2.27,1.63,2.53,0.24,1.51,2.26,3.03,1.72,1.43,0.27,2.71,0.52,
India,Gujarat,"PLFS Year (Jul - Jun), 2021",Urban,Female,10.89,0.18,42.91,0.14,0.22,2.67,9.64,0.76,2.37,1.08,1.64,0,1.01,0.39,1.99,5.6,8.36,0.02,4.1,6.02,
India,Gujarat,"PLFS Year (Jul - Jun), 2021",Urban,Persons,5.15,0.06,41.91,0.47,0.22,7.39,16.39,5.83,2.29,1.52,2.36,0.2,1.41,1.89,2.83,2.49,2.8,0.22,2.99,1.61,
India,Gujarat,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Male,33.19,0.17,26.87,0.43,0.13,8.15,12.86,5.71,1.44,0.81,1.61,0.17,0.76,1.31,1.99,1.31,0.76,0.12,1.73,0.49,
India,Gujarat,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Female,61.14,0.27,17.71,0.04,0.06,3.11,4.07,0.77,1.17,0.29,0.53,0,0.27,0.1,0.88,2.86,3.66,0.01,1.24,1.83,
India,Gujarat,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Persons,41.22,0.2,24.23,0.32,0.11,6.7,10.33,4.29,1.36,0.66,1.3,0.12,0.62,0.96,1.67,1.75,1.59,0.09,1.59,0.88,
India,Haryana,"PLFS Year (Jul - Jun), 2021",Rural,Male,38.81,0.15,12,0.41,0.48,18.13,11.11,5.54,0.42,0.02,0.97,0.04,0.94,1.74,2.52,2.84,0.74,0.34,2.62,0.18,
India,Haryana,"PLFS Year (Jul - Jun), 2021",Rural,Female,65.75,0,12.13,0,0.04,5.35,3.53,0.59,0.05,0,0,0.06,0,0,0,8.49,1.7,0.13,2.1,0.09,
India,Haryana,"PLFS Year (Jul - Jun), 2021",Rural,Persons,43.98,0.12,12.02,0.33,0.4,15.68,9.66,4.59,0.35,0.01,0.78,0.04,0.76,1.4,2.04,3.92,0.92,0.3,2.52,0.16,
India,Haryana,"PLFS Year (Jul - Jun), 2021",Urban,Male,3.84,0.14,25.63,0.61,1.26,12.02,22.55,8.14,2.74,2.4,3.54,0.57,1.72,1.93,2.87,4.4,1.38,0.45,2.97,0.85,
India,Haryana,"PLFS Year (Jul - Jun), 2021",Urban,Female,6.79,0,22.24,0,0.31,5.06,12.49,0.4,0.73,3.09,2.7,0,0.56,0.5,2.09,21.04,7.67,0,8.86,5.46,
India,Haryana,"PLFS Year (Jul - Jun), 2021",Urban,Persons,4.42,0.11,24.96,0.49,1.07,10.65,20.57,6.61,2.34,2.54,3.38,0.46,1.49,1.65,2.71,7.68,2.62,0.36,4.13,1.76,
India,Haryana,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Male,26.55,0.15,16.78,0.48,0.76,15.99,15.12,6.45,1.23,0.85,1.87,0.23,1.22,1.8,2.64,3.38,0.96,0.38,2.74,0.42,
India,Haryana,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Female,44.62,0,15.75,0,0.14,5.25,6.74,0.52,0.29,1.11,0.97,0.04,0.2,0.18,0.75,12.99,3.84,0.08,4.53,2.02,
India,Haryana,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Persons,30.05,0.12,16.58,0.39,0.64,13.91,13.5,5.3,1.05,0.9,1.7,0.19,1.02,1.49,2.27,5.24,1.52,0.32,3.09,0.73,
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2021",Rural,Male,41.37,0.38,8.56,0.68,0.63,20.66,7.71,7.36,1.68,0.34,0.86,0.05,0.82,0.62,2.78,3.45,0.45,0.7,0.71,0.2,
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2021",Rural,Female,82.65,0,4.21,0.05,0,2.5,1.83,0.09,0.14,0.28,0.16,0,0,0.06,0.92,5.52,0.96,0,0.27,0.36,
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2021",Rural,Persons,60.95,0.2,6.5,0.38,0.33,12.04,4.92,3.91,0.95,0.31,0.53,0.03,0.43,0.36,1.9,4.43,0.69,0.37,0.5,0.27,
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2021",Urban,Male,3.3,0.26,23.54,1.64,0.56,6.69,14.86,8.53,7.24,4.33,0.88,0.17,1.58,2.29,9.77,6.94,2.06,1.87,3.25,0.24,
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2021",Urban,Female,23.4,0,15.37,0,0,1.45,10.8,0.43,2.69,4.18,0.96,0,3.1,1.77,7.33,14.71,7.78,0,3.62,2.4,
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2021",Urban,Persons,8.87,0.19,21.28,1.19,0.4,5.24,13.74,6.29,5.98,4.29,0.9,0.12,2,2.15,9.1,9.09,3.64,1.35,3.35,0.84,
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Male,37.53,0.37,10.07,0.78,0.63,19.25,8.43,7.48,2.24,0.74,0.86,0.06,0.9,0.79,3.48,3.8,0.62,0.82,0.97,0.2,
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Female,79.96,0,4.72,0.04,0,2.45,2.23,0.1,0.26,0.46,0.19,0,0.14,0.14,1.21,5.94,1.27,0,0.42,0.45,
India,Himachal Pradesh,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Persons,57.03,0.2,7.61,0.44,0.34,11.53,5.58,4.09,1.33,0.61,0.55,0.03,0.55,0.49,2.44,4.79,0.92,0.44,0.72,0.32,
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2021",Rural,Male,24.71,0.12,8.09,0.49,0.94,28.32,14.8,6.52,2.25,0.24,1.08,0.13,0.21,0.43,5.69,3.93,0.95,0,1.11,0,
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2021",Rural,Female,84.73,0,7.5,0,0,0.74,0.16,0,0,0,0.05,0,0.4,0,1.16,3.42,1.52,0,0.3,0.02,
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2021",Rural,Persons,46.3,0.07,7.87,0.31,0.6,18.4,9.53,4.18,1.44,0.15,0.71,0.08,0.28,0.28,4.06,3.74,1.15,0,0.82,0.01,
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2021",Urban,Male,4.17,0.3,12.54,0.92,1.72,20.69,24.66,9.74,3.48,1.07,1.18,0.27,0.95,0.86,8.39,4.6,1.31,0.32,1.97,0.85,
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2021",Urban,Female,33.37,0,19.83,0,0.29,6.5,3.57,0.16,0.15,0.58,0.93,0,0.08,0.14,3.95,16.41,4.55,0.34,7.53,1.64,
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2021",Urban,Persons,11.19,0.23,14.29,0.7,1.38,17.28,19.59,7.44,2.68,0.95,1.12,0.21,0.74,0.69,7.32,7.44,2.09,0.33,3.31,1.04,
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Male,21.02,0.15,8.89,0.56,1.08,26.95,16.57,7.1,2.47,0.39,1.1,0.15,0.34,0.51,6.18,4.05,1.01,0.06,1.26,0.15,
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Female,79.09,0,8.85,0,0.03,1.38,0.53,0.02,0.02,0.06,0.15,0,0.37,0.01,1.47,4.84,1.85,0.04,1.1,0.2,
India,Jammu and Kashmir,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Persons,40.84,0.1,8.87,0.37,0.72,18.23,11.1,4.69,1.63,0.28,0.77,0.1,0.35,0.34,4.57,4.32,1.3,0.05,1.21,0.17,
India,Jharkhand,"PLFS Year (Jul - Jun), 2021",Rural,Male,40.41,1.54,6.88,0.03,0.06,29.04,9.33,6.04,1.25,0.15,0.46,0.25,0.14,0.53,0.58,1.65,0.38,0,0.76,0.51,
India,Jharkhand,"PLFS Year (Jul - Jun), 2021",Rural,Female,87.73,0.24,3.13,0,0,3.94,1.23,0.08,0.41,0,0,0,0,0,0.14,1.58,0.93,0,0.11,0.47,
India,Jharkhand,"PLFS Year (Jul - Jun), 2021",Rural,Persons,59.53,1.01,5.37,0.02,0.03,18.9,6.06,3.64,0.91,0.09,0.27,0.15,0.08,0.32,0.4,1.62,0.6,0,0.5,0.5,
India,Jharkhand,"PLFS Year (Jul - Jun), 2021",Urban,Male,4.27,3.77,22.14,0.68,0.69,13.59,22.29,8.5,4.35,1.42,2.43,0.94,2.06,1.92,1.94,4.03,0.69,0.21,3.32,0.75,
India,Jharkhand,"PLFS Year (Jul - Jun), 2021",Urban,Female,16.03,0.29,15.8,0,0.33,4.36,11.99,0,4.75,2.34,2.8,1,0,1.32,0.57,20.82,7.32,0,1.97,8.31,
India,Jharkhand,"PLFS Year (Jul - Jun), 2021",Urban,Persons,6.85,3,20.75,0.53,0.61,11.56,20.03,6.63,4.44,1.62,2.51,0.96,1.61,1.79,1.64,7.72,2.15,0.17,3.03,2.41,
India,Jharkhand,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Male,33.63,1.95,9.75,0.15,0.17,26.14,11.76,6.51,1.83,0.39,0.83,0.38,0.5,0.79,0.84,2.1,0.44,0.04,1.24,0.56,
India,Jharkhand,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Female,81.45,0.24,4.24,0,0.03,3.98,2.17,0.07,0.79,0.21,0.25,0.09,0,0.12,0.18,3.27,1.49,0,0.28,1.16,
India,Jharkhand,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Persons,51.62,1.31,7.68,0.1,0.12,17.8,8.16,4.09,1.44,0.32,0.61,0.27,0.31,0.54,0.59,2.54,0.83,0.02,0.88,0.78,
India,Karnataka,"PLFS Year (Jul - Jun), 2021",Rural,Male,58.72,0.47,6.95,0.43,0.06,10.86,8.72,5.33,1.5,0.46,1.19,0,1.22,0.37,1.53,0.84,0.38,0.03,0.78,0.16,
India,Karnataka,"PLFS Year (Jul - Jun), 2021",Rural,Female,77.81,0,8.63,0,0,1.48,4.57,0.14,0.76,0.65,0.4,0,0,0.07,0.44,3.64,1.35,0,0.02,0.04,
India,Karnataka,"PLFS Year (Jul - Jun), 2021",Rural,Persons,64.74,0.32,7.48,0.29,0.04,7.9,7.41,3.69,1.27,0.52,0.94,0,0.84,0.27,1.19,1.72,0.69,0.02,0.54,0.13,
India,Karnataka,"PLFS Year (Jul - Jun), 2021",Urban,Male,5.13,0.17,17.31,0.46,0.67,14.7,20.86,8.69,4.15,9.48,2.85,1.46,1.68,1.55,2.37,2.76,1.13,0.39,2.59,1.61,
India,Karnataka,"PLFS Year (Jul - Jun), 2021",Urban,Female,8.32,0.06,21.46,0.05,0.88,2.71,8.18,0.44,4.65,11.11,2.9,0.37,1.53,3.4,2.47,12.15,5.34,0.09,2.73,11.16,
India,Karnataka,"PLFS Year (Jul - Jun), 2021",Urban,Persons,5.88,0.14,18.28,0.37,0.72,11.91,17.91,6.77,4.27,9.86,2.86,1.2,1.64,1.98,2.39,4.94,2.11,0.32,2.62,3.83,
India,Karnataka,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Male,40.19,0.36,10.53,0.44,0.27,12.19,12.92,6.49,2.42,3.58,1.76,0.5,1.38,0.78,1.82,1.5,0.64,0.15,1.4,0.67,
India,Karnataka,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Female,59.88,0.02,11.94,0.01,0.23,1.8,5.5,0.22,1.76,3.35,1.05,0.1,0.4,0.93,0.96,5.84,2.38,0.02,0.72,2.91,
India,Karnataka,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Persons,45.88,0.26,10.94,0.32,0.26,9.19,10.77,4.68,2.23,3.51,1.55,0.39,1.1,0.82,1.57,2.75,1.14,0.12,1.21,1.31,
India,Kerala,"PLFS Year (Jul - Jun), 2021",Rural,Male,26.11,0.32,10.2,0.45,0.38,24.05,12.51,9.15,2.28,1.82,1.51,0.16,0.86,0.79,1.61,2.29,1.65,0.88,2.91,0.05,
India,Kerala,"PLFS Year (Jul - Jun), 2021",Rural,Female,36.59,0,10.65,0.02,0.65,14.52,7.74,0.29,1.68,0.78,2.51,0.05,0.93,3.16,1.82,8.61,6.4,0.16,1.11,2.32,
India,Kerala,"PLFS Year (Jul - Jun), 2021",Rural,Persons,29.97,0.2,10.37,0.29,0.48,20.54,10.76,5.89,2.06,1.44,1.88,0.12,0.89,1.67,1.69,4.62,3.4,0.61,2.25,0.88,
India,Kerala,"PLFS Year (Jul - Jun), 2021",Urban,Male,14.34,0.12,9.28,0.22,0.08,23.15,18.59,9.64,3.05,3.39,2.24,0.51,2.58,1.38,2.13,2.01,2.1,1.49,3.28,0.42,
India,Kerala,"PLFS Year (Jul - Jun), 2021",Urban,Female,20.15,0,13.15,0.28,0.4,8.84,11.7,1.76,1.8,3.59,4.21,0.03,1.75,1.9,2.84,9.49,8.57,0.26,2.84,6.44,
India,Kerala,"PLFS Year (Jul - Jun), 2021",Urban,Persons,16.24,0.08,10.54,0.24,0.18,18.48,16.35,7.07,2.65,3.46,2.88,0.36,2.31,1.55,2.36,4.45,4.21,1.09,3.14,2.38,
India,Kerala,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Male,20.42,0.22,9.75,0.33,0.24,23.61,15.45,9.39,2.65,2.58,1.86,0.33,1.69,1.08,1.86,2.16,1.87,1.17,3.09,0.23,
India,Kerala,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Female,29.39,0,11.74,0.13,0.54,12.03,9.48,0.94,1.74,2.01,3.26,0.04,1.29,2.61,2.26,9,7.35,0.2,1.87,4.12,
India,Kerala,"PLFS Year (Jul - Jun), 2021",Rural + Urban,Persons,23.54,0.15,10.45,0.26,0.34,19.58,13.37,6.44,2.33,2.38,2.35,0.23,1.55,1.61,2,4.54,3.78,0.83,2.66,1.58,
India,Ladakh,"PLFS Year (Jul - Jun), 2021",Rural,Male,14.51,0,1.09,0,0.97,39.29,5.34,18.04,0.77,0.07,0.52,0,0,1.54,10.23,7.22,0,0.4,0,0,
